name,status,source,delay,valid_days,viol_days,viol_frac,viol_maxpos,viol_long,viol_short,viol_total,max_streak,viol_head252,viol_tail762,clean_suffix_days,first_viol_date,last_viol_date
AlphaFguo20260312GA049,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312GA050,active,feature,1,2669,0,0.0,0,0,0,0,0,0,0,2669,,
AlphaFguo20260312GA051,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA052,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312GA053,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312GA054,active,feature,1,2669,0,0.0,0,0,0,0,0,0,0,2669,,
AlphaFguo20260312GA055,active,feature,1,2669,0,0.0,0,0,0,0,0,0,0,2669,,
AlphaFguo20260312GA057,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312GA058,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA059,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA060,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA061,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312GA062,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312GA063,active,feature,1,2669,0,0.0,0,0,0,0,0,0,0,2669,,
AlphaFguo20260312GA064,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312GA065,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312GA066,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312GA068,active,feature,1,2669,0,0.0,0,0,0,0,0,0,0,2669,,
AlphaFguo20260312GA069,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312GA070,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312GA071,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312GA072,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA073,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA074,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312GA075,active,feature,1,2671,0,0.0,0,0,0,0,0,0,0,2671,,
AlphaFguo20260312GA077,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312GA078,active,feature,1,2669,0,0.0,0,0,0,0,0,0,0,2669,,
AlphaFguo20260312GA079,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312GA080,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA081,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA082,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA083,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA084,active,feature,1,2671,0,0.0,0,0,0,0,0,0,0,2671,,
AlphaFguo20260312GA085,active,feature,1,2669,0,0.0,0,0,0,0,0,0,0,2669,,
AlphaFguo20260312GA086,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312GA087,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312GA088,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA091,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312GA092,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312GA094,active,feature,1,2669,0,0.0,0,0,0,0,0,0,0,2669,,
AlphaFguo20260312GA095,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA096,active,feature,1,2671,0,0.0,0,0,0,0,0,0,0,2671,,
AlphaFguo20260312GA097,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA098,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312GA099,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA100,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA101,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA102,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA103,active,feature,1,2671,0,0.0,0,0,0,0,0,0,0,2671,,
AlphaFguo20260312GA105,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312GA106,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312GA107,active,feature,1,2671,0,0.0,0,0,0,0,0,0,0,2671,,
AlphaFguo20260312GA109,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312GA110,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA111,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312GA112,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312GA114,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA116,active,feature,1,2669,0,0.0,0,0,0,0,0,0,0,2669,,
AlphaFguo20260312GA117,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312GA119,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312GA120,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA121,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA122,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA123,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA124,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312GA125,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312GA126,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312GA128,active,feature,1,2671,0,0.0,0,0,0,0,0,0,0,2671,,
AlphaFguo20260312GA129,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312GA131,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA132,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA133,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312GA134,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA136,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA137,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA138,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312GA140,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA141,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA144,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA145,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312GA147,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312GA148,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA149,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312GA150,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA151,active,feature,1,2669,0,0.0,0,0,0,0,0,0,0,2669,,
AlphaFguo20260312GA152,active,feature,1,2669,0,0.0,0,0,0,0,0,0,0,2669,,
AlphaFguo20260312GA153,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312GA156,active,feature,1,2669,0,0.0,0,0,0,0,0,0,0,2669,,
AlphaFguo20260312GA157,active,feature,1,2671,0,0.0,0,0,0,0,0,0,0,2671,,
AlphaFguo20260312GA158,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA159,active,feature,1,2671,0,0.0,0,0,0,0,0,0,0,2671,,
AlphaFguo20260312GA161,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312GA163,active,feature,1,2671,0,0.0,0,0,0,0,0,0,0,2671,,
AlphaFguo20260312GA164,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312GA165,active,feature,1,2669,0,0.0,0,0,0,0,0,0,0,2669,,
AlphaFguo20260312GA166,active,feature,1,2669,0,0.0,0,0,0,0,0,0,0,2669,,
AlphaFguo20260312GA168,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312GA170,active,feature,1,2669,0,0.0,0,0,0,0,0,0,0,2669,,
AlphaFguo20260312GA172,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312GA173,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312GA176,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA177,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA179,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312GA180,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312GA181,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312GA182,active,feature,1,2671,0,0.0,0,0,0,0,0,0,0,2671,,
AlphaFguo20260312GA183,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA184,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA185,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312GA186,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312GA187,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA188,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA190,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312GA195,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312GA198,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312GA201,active,feature,1,2669,0,0.0,0,0,0,0,0,0,0,2669,,
AlphaFguo20260312GA203,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312GA204,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312GA205,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312LLM001,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312LLM002,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312LLM003,active,feature,1,2669,0,0.0,0,0,0,0,0,0,0,2669,,
AlphaFguo20260312LLM005,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312LLM006,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312LLM007,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312LLM011,active,feature,1,2674,0,0.0,0,0,0,0,0,0,0,2674,,
AlphaFguo20260312LLM012,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312LLM013,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312LLM014,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312LLM016,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312LLM019,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312LLM020,active,feature,1,2668,0,0.0,0,0,0,0,0,0,0,2668,,
AlphaFguo20260312LLM021,active,feature,1,2669,0,0.0,0,0,0,0,0,0,0,2669,,
AlphaFguo20260312LLM023,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312LLM025,active,feature,1,2668,0,0.0,0,0,0,0,0,0,0,2668,,
AlphaFguo20260312LLM026,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312LLM027,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312LLM028,active,feature,1,2670,0,0.0,0,0,0,0,0,0,0,2670,,
AlphaFguo20260312LLM029,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312LLM030,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312LLM033,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312LLM034,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312LLM035,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312LLM036,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260312LLM038,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312LLM040,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312LLM045,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312LLM047,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312LLM049,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312LLM050,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260312LLM051,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260313LLM001,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260313LLM002,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260313LLM006,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260313LLM007,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260313LLM008,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260313LLM009,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260313LLM010,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260313LLM011,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260313LLM014,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260313LLM016,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260313LLM017,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260313LLM021,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260313LLM025,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260313LLM026,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260313LLM028,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260313LLM029,active,feature,1,2669,0,0.0,0,0,0,0,0,0,0,2669,,
AlphaFguo20260313LLM030,active,feature,1,2674,0,0.0,0,0,0,0,0,0,0,2674,,
AlphaFguo20260313LLM031,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260313LLM032,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260313LLM037,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260313LLM038,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260313LLM039,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260313LLM040,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260313LLM041,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260313LLM042,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260314LLM001,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260314LLM005,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260314LLM008,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260314LLM010,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260314LLM011,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260314LLM015,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260314LLM017,active,feature,1,2664,0,0.0,0,0,0,0,0,0,0,2664,,
AlphaFguo20260314LLM018,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260314LLM019,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260314LLM020,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260314LLM022,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260314LLM023,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260314LLM024,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260314LLM026,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260314LLM030,active,feature,1,2668,0,0.0,0,0,0,0,0,0,0,2668,,
AlphaFguo20260316LLM001,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260316LLM002,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260316LLM004,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260316LLM005,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260316LLM007,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260316LLM009,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260316LLM010,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260316LLM011,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260316LLM012,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260317LLM005,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260317LLM007,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260317LLM011,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260317LLM012,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260317LLM013,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260317LLM014,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260317LLM015,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260317LLM017,active,feature,1,2674,0,0.0,0,0,0,0,0,0,0,2674,,
AlphaFguo20260317LLM019,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260317LLM020,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260317LLM024,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260317LLM025,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260317LLM026,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260317LLM027,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260317LLM028,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260317LLM029,active,feature,1,2674,0,0.0,0,0,0,0,0,0,0,2674,,
AlphaFguo20260318LLM001,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260318LLM003,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260318LLM005,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260318LLM006,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260318LLM010,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260318LLM013,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260318LLM015,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260318LLM016,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260318LLM019,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260318LLM020,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260318LLM021,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260401LLM006,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260402LLM005,active,feature,1,2674,0,0.0,0,0,0,0,0,0,0,2674,,
AlphaFguo20260407GA001,active,feature,1,1798,0,0.0,0,0,0,0,0,0,0,1798,,
AlphaFguo20260407GA003,active,feature,1,1800,0,0.0,0,0,0,0,0,0,0,1800,,
AlphaFguo20260407GA006,active,feature,1,1798,0,0.0,0,0,0,0,0,0,0,1798,,
AlphaFguo20260407GA007,active,feature,1,2671,0,0.0,0,0,0,0,0,0,0,2671,,
AlphaFguo20260407GA008,active,feature,1,2671,0,0.0,0,0,0,0,0,0,0,2671,,
AlphaFguo20260407GA009,active,feature,1,2671,0,0.0,0,0,0,0,0,0,0,2671,,
AlphaFguo20260407GA010,active,feature,1,1810,0,0.0,0,0,0,0,0,0,0,1810,,
AlphaFguo20260407GA011,active,feature,1,1810,0,0.0,0,0,0,0,0,0,0,1810,,
AlphaFguo20260407GA012,active,feature,1,2220,0,0.0,0,0,0,0,0,0,0,2220,,
AlphaFguo20260407GA013,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260407GA014,active,feature,1,1798,0,0.0,0,0,0,0,0,0,0,1798,,
AlphaFguo20260407GA015,active,feature,1,1811,0,0.0,0,0,0,0,0,0,0,1811,,
AlphaFguo20260407GA016,active,feature,1,2665,0,0.0,0,0,0,0,0,0,0,2665,,
AlphaFguo20260407GA017,active,feature,1,891,0,0.0,0,0,0,0,0,0,0,891,,
AlphaFguo20260408GA001,active,feature,1,1809,0,0.0,0,0,0,0,0,0,0,1809,,
AlphaFguo20260408GA004,active,feature,1,2152,0,0.0,0,0,0,0,0,0,0,2152,,
AlphaFguo20260408GA005,active,feature,1,1804,0,0.0,0,0,0,0,0,0,0,1804,,
AlphaFguo20260408GA006,active,feature,1,1809,0,0.0,0,0,0,0,0,0,0,1809,,
AlphaFguo20260408GA008,active,feature,1,1813,0,0.0,0,0,0,0,0,0,0,1813,,
AlphaFguo20260408GA009,active,feature,1,1817,0,0.0,0,0,0,0,0,0,0,1817,,
AlphaFguo20260408GA010,active,feature,1,2139,0,0.0,0,0,0,0,0,0,0,2139,,
AlphaFguo20260408GA011,active,feature,1,1975,0,0.0,0,0,0,0,0,0,0,1975,,
AlphaFguo20260408GA014,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260409GA001,active,feature,1,1999,0,0.0,0,0,0,0,0,0,0,1999,,
AlphaFguo20260409GA002,active,feature,1,1809,0,0.0,0,0,0,0,0,0,0,1809,,
AlphaFguo20260409GA005,active,feature,1,1744,0,0.0,0,0,0,0,0,0,0,1744,,
AlphaFguo20260409GA007,active,feature,1,1809,0,0.0,0,0,0,0,0,0,0,1809,,
AlphaFguo20260410GA001,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260410GA002,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260410GA003,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260410GA004,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260410GA005,active,feature,1,2672,0,0.0,0,0,0,0,0,0,0,2672,,
AlphaFguo20260410GA008,active,feature,1,2152,0,0.0,0,0,0,0,0,0,0,2152,,
AlphaFguo20260410GA009,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260410GA011,active,feature,1,2673,0,0.0,0,0,0,0,0,0,0,2673,,
AlphaFguo20260414GA002,active,feature,0,2674,0,0.0,0,0,0,0,0,0,0,2674,,
AlphaFguo20260414GA003,active,feature,0,2674,0,0.0,0,0,0,0,0,0,0,2674,,
AlphaFguo20260414GA008,active,feature,0,2674,0,0.0,0,0,0,0,0,0,0,2674,,
AlphaFguo20260414GA014,active,feature,0,2674,0,0.0,0,0,0,0,0,0,0,2674,,
AlphaFguo20260414GA015,active,feature,0,2674,0,0.0,0,0,0,0,0,0,0,2674,,
AlphaFguo20260414GA019,active,feature,0,2674,0,0.0,0,0,0,0,0,0,0,2674,,
AlphaFguo20260414GA021,active,feature,0,2674,0,0.0,0,0,0,0,0,0,0,2674,,
AlphaFguo20260414GA022,active,feature,0,2674,0,0.0,0,0,0,0,0,0,0,2674,,
AlphaFguo20260414GA024,active,feature,0,2674,0,0.0,0,0,0,0,0,0,0,2674,,
AlphaFguo20260414GA027,active,feature,0,2674,0,0.0,0,0,0,0,0,0,0,2674,,
AlphaFguo20260415GA001,active,feature,0,2674,0,0.0,0,0,0,0,0,0,0,2674,,
AlphaFguo20260415GA034,active,feature,0,2674,0,0.0,0,0,0,0,0,0,0,2674,,
AlphaFguo20260415GA043,active,feature,0,2674,0,0.0,0,0,0,0,0,0,0,2674,,
AlphaFguo20260417GA001,active,feature,0,2674,0,0.0,0,0,0,0,0,0,0,2674,,
AlphaFguo20260417GA003,active,feature,0,2674,0,0.0,0,0,0,0,0,0,0,2674,,
AlphaFguo20260417GA009,active,feature,0,2674,0,0.0,0,0,0,0,0,0,0,2674,,
AlphaFguo20260417GA010,active,feature,0,2674,0,0.0,0,0,0,0,0,0,0,2674,,
